"id";"ll_author_id";"nl_author_id";"born_date";"author_name"
1105;719643;0;"-1123574147";"Петре М. Андреевский"
1106;647428;0;"-934185347";"Александр Белый"
1107;512459;0;"-1092038147";"Тауфик Исмаил"
1108;355290;0;"-271497347";"Тимур Бекмамбетов"
1109;338186;0;"44035452";"Александр Оришев"
1110;309285;0;"-1596958536";"Жан-Луи Бори"
1111;233310;0;"-1407570945";"Дмитрий Бисти"
1112;193638;0;"-1660030534";"Уильям Вулфолк"
1113;159972;0;"-1912491334";"Мария Фехнер"
1114;146388;0;"-18950143";"Лев Гроссман"
1115;152441;0;"-1218182143";"Колин Уилсон"
1116;232498;0;"485967856";"Светлана Уласевич"
1117;230280;0;"-366105343";"Сергей Бадей"
1118;124131;0;"-18950143";"Валерий Панюшкин"
1119;231624;0;"233510656";"Тайто Кубо"
1120;235520;0;"-2448777343";"Перл Бак"
1121;115395;0;"-523871743";"Андрей Бильжо"
1122;123767;0;"-208338943";"Михаил Ходорковский"
1123;227262;0;"-208338942";"Ян Валетов"
1124;3516;0;"-1691480131";"Вирджиния Сатир"
1125;232138;0;"517503857";"Александр Гуров"
1126;196223;0;"-1754638531";"Лори Ли"
1127;122909;0;"-523871742";"Николай Романецкий"
1128;157651;0;"-3900470142";"Эдмон Лепеллетье"
1129;163479;0;"-3206159742";"Сципион Сигеле"
1130;228913;0;"-713260542";"Петер Слотердайк"
1131;20259;0;"-523871742";"Николай Романов"
1132;191776;0;"-902562940";"Марина Журинская"
1133;14162;0;"-5068079740";"Петрюс Борель"
1134;325650;0;"-239874940";"Ольга Любимова"
1135;442768;0;"75744259";"Павел Пряников"
1136;175398;0;"-2859090940";"Агриппина Ваганова"
1137;25046;0;"-429177340";"Франк Цельнер"
1138;117300;0;"-2385705340";"Пётр Капица"
1139;104010;0;"-492335740";"Сабине Людвиг"
1140;432038;0;"-1628408129";"Василий Бережной"
1141;304482;0;"-1028793339";"Олег Кутафин"
1142;162644;0;"-2101793728";"Николай Харджиев"
1143;592804;0;"-2101793728";"Томодзи Абэ"
1144;321183;0;"233510660";"Михаил Назаренко"
1145;423484;0;"-997257339";"Александр Акулинин"
1146;366103;0;"328205060";"Дмитрий Медведев"
1147;340777;0;"549039860";"Зорайда Кордова"
1148;336893;0;"-1439020539";"Йорген Лессёэ"
1149;157170;0;"-334569339";"Люси Келлауэй"
1150;697225;0;"-2890626938";"Андрей Звенигородский"
1151;636690;0;"-1912404927";"Антон Адамович"
1152;574057;0;"12585861";"Nick Offerman"
1153;399788;0;"-650102138";"Юрий Мизис"
1154;372592;0;"-1596872127";"Mildred Savage"
1155;328350;0;"-902562938";"Ив Бошмен"
1156;963205;0;"612198261";"Maayan Nahmani"
1157;833801;0;"-4026700538";"Павел Гудим-Левкович"
1158;685349;0;"-429177338";"Тамара Казаринова"
1159;684445;0;"-1439020536";"Джованни Джудичи"
1160;372647;0;"-902562936";"Георгий (Юрий) Малков"
1161;240556;0;"-1533714936";"Софья Чеснокова"
1162;227163;0;"12672265";"Сесили фон Зигесар"
1163;7806;0;"-2101707323";"Елена Благинина"
1164;228650;0;"-145094134";"Саймон Себаг-Монтефиоре"
1165;317146;0;"265133065";"Бернар Кирини"
1166;235838;0;"-997170934";"Вацлав Михальский"
1167;17503;0;"-2827382134";"Елена Келлер"
1168;320609;0;"-586943734";"Анита Диамант"
1169;116606;0;"-334482934";"Марина Бутовская"
1170;28511;0;"-429090934";"Скотт Каннингем"
1171;12413;0;"-2701151733";"Гастон Башляр"
1172;313144;0;"-744710133";"Жан-Франсуа Паро"
1173;150309;0;"-2007012922";"Кэтрин Куксон"
1174;178094;0;"-1438934133";"Борис Удодов"
1175;300926;0;"-1565163322";"И.А.Л. Даймонд"
1176;301339;0;"-902476533";"Кшиштоф Кеслевский"
1177;311003;0;"-1186473333";"Казис Сая"
1178;401384;0;"-3174537333";"Эмма Гольдман"
1179;235657;0;"-681551733";"Еремей Айпин"
1180;975341;0;"-302860531";"Трюде Тейге"
1181;302331;0;"-3774153331";"Лафкадио Хирн"
1182;234846;0;"-3174537331";"Эмма Голдман"
1183;365178;0;"-239788531";"Дени Вестхофф"
1184;381052;0;"-4152844531";"Бонкимчондро Чоттопаддхай"
1185;215166;0;"12672268";"Олег Маловичко"
1186;310456;0;"-1754552120";"Роберт Эйкман"
1187;237366;0;"-2795846131";"Жером Каркопино"
1188;454667;0;"-239788531";"Алексей Остудин"
1189;333310;0;"612284669";"Алина Сваровски (Савченко)"
1190;229993;0;"-1281167730";"Питер Маас"
1191;154740;0;"-2164779319";"Макс Поляновский"
1192;549383;0;"-1407398130";"Лидия Арабей"
1193;601689;0;"265133069";"Антон Лопатин"
1194;335463;0;"-4121308530";"Август Ниман"
1195;182634;0;"-1502092530";"Софья Хентова"
1196;179488;0;"-1375862130";"Жан-Луи Феррье"
1197;595491;0;"580748669";"Галина Черкасова"
1198;334133;0;"-1123401329";"Виктор Карамазов"
1199;9649;0;"-1723016118";"Эйке Миддельдорф"
1200;363966;0;"170438670";"Игорь Белов"
1201;437938;0;"-460713329";"Михаил Ведышев"
1202;431367;0;"-650015729";"Рафаэль Чирбес"
1203;121790;0;"107366670";"Вячеслав Дурненков"
1204;449839;0;"-997170929";"Юрий Барашков"
1205;435647;0;"-1375862129";"Фрэнк О’Хара"
1206;303644;0;"-1502092529";"Херберт Циргибель"
1207;297626;0;"-334482927";"Елена Сеничкина"
1208;20343;0;"-1060242927";"Леонид Виноградов"
1209;985296;0;"-902476527";"Павел Виликовский"
1210;602081;0;"-523785327";"Дмитрий Орешкин"
1211;550170;0;"265133072";"Карло Пэгулайан"
1212;548874;0;"-334482927";"Дэн Юргенс"
1213;318139;0;"12672272";"Джеймс Холланд"
1214;153;0;"-744623725";"Роберт Асприн"
1215;230222;0;"517676674";"Светлана Жданова"
1216;30521;0;"-8128886125";"Жан-Жак Руссо"
1217;162810;0;"-3237609325";"Луиджи Пиранделло"
1218;174192;0;"-713087725";"Марк Хелприн"
1219;328862;0;"-113471725";"Оса Ларссон"
1220;17822;0;"-492162925";"Адриан Антони Гилл"
1221;183377;0;"-492162925";"Марина Бородицкая"
1222;152735;0;"-713087725";"Питер Абрахамс"
1223;306955;0;"-1028620524";"Вадим Розин"
1224;374255;0;"-681465324";"Дебора Моггак"
1225;226438;0;"-555234924";"Жан-Кристоф Руфин"
1226;346605;0;"486140675";"Ляйсан Утяшева"
1227;12524;0;"-5225673324";"Людвиг Фейербах"
1228;159966;0;"-113471724";"Наталья Штурм"
1229;357695;0;"-713087724";"Робин Данбар"
1230;151477;0;"44294675";"Луиза Бэгшоу"
1231;227726;0;"-1312617324";"Стэн Барстоу"
1232;313642;0;"-713087722";"Спенсер Куинн"
1233;164455;0;"-5131065322";"Ричард Хилдрет"
1234;214961;0;"-271238122";"Крис Сэкнуссемм"
1235;102175;0;"296755477";"Флориан Зеллер"
1236;18933;0;"-1912232111";"Эрик Эмблер"
1237;653410;0;"265219477";"Андрей Оплетаев"
1238;300723;0;"-1786001711";"Борис Тихомолов"
1239;24727;0;"-870857722";"Руперт Шелдрейк"
1240;516646;0;"-2227766122";"Вальтер Кривицкий"
1241;161215;0;"-81935721";"Владимир Скачков"
1242;27886;0;"-1281081321";"Игорь Болгарин"
1243;266520;0;"-2480226921";"Эстер Форбс"
1244;184600;0;"-2448604521";"Эдуард Карр"
1245;488011;0;"-4215830121";"Эммануил Роидис"
1246;358908;0;"-2764223721";"Михаил Цетлин (Амари)"
1247;298144;0;"-1502006121";"Терье Стиген"
1248;364555;0;"-2196228910";"Леон Кручковский"
1249;181372;0;"-1438847721";"Вадим Сидур"
1250;152244;0;"-3016684520";"Сергей Конёнков"
1251;32294;0;"-1186386920";"Бёртон Малкиел"
1252;698450;0;"12758679";"Эйс Аткинс"
1253;581844;0;"391446279";"Денис Дробышев"
1254;552800;0;"-2322374120";"Борис Городецкий"
1255;518163;0;"422982279";"Нейтан М. Фарриджа"
1256;466613;0;"-807695720";"Уильям Крафт Брумфилд"
1257;216421;0;"-1186386920";"Александр Щербаков"
1258;999083;0;"75917079";"Григорий Манев"
1259;697752;0;"-113471718";"Алексей Кучуков"
1260;602560;0;"-4215830118";"Эммануил Роидис"
1261;550555;0;"-1533542118";"Альфред Руббель"
1262;502593;0;"-2543298918";"Аббас Махмуд аль-Аккад"
1263;459904;0;"-1123314918";"Дмитрий Мелодинский"
1264;432629;0;"-2543298918";"Владимир Орловский"
1265;426129;0;"-1565076907";"Юрий Стромов"
1266;310124;0;"-2701065318";"Мило Хастингс"
1267;697388;0;"-1912232107";"Владимир Антонов"
1268;405062;0;"-1344239717";"Дуглас Барне Корелли"
1269;335409;0;"-839318117";"Дональд Джохансон"
1270;301597;0;"-1028620517";"Хуан Хосе Саэр"
1271;117877;0;"-4846982117";"Дмитрий Милютин"
1272;3327;0;"-2196142503";"Антуан де Сент-Экзюпери"
1273;318544;0;"-1691220903";"Петроний Аматуни"
1274;163663;0;"-18690914";"Дуня Смирнова"
1275;235443;0;"-397382114";"Юн Эво"
1276;232988;0;"-1249458914";"Славомир Мрожек"
1277;5321;0;"-713001314";"Александр Драгункин"
1278;156757;0;"-1533455714";"Фредерик Дар"
1279;8856;0;"-176457314";"Александр Асов"
1280;153065;0;"-933839714";"Билл Нэйпир"
1281;234015;0;"-1280994913";"Орианна Фаллачи"
1282;17628;0;"-5414889313";"Джакомо Леопарди"
1283;965070;0;"-586770913";"Дон Роса"
1284;173216;0;"-1154764513";"Лорен Р. Грэхэм"
1285;102627;0;"-1154764513";"Юрий Антонян"
1286;340157;0;"-113385313";"Ёко Камио"
1287;115012;0;"-586770913";"Патрисия Данкер"
1288;12107;0;"-1186300513";"Леонид Баткин"
1289;310376;0;"-618306913";"Владимир Клименко"
1290;230747;0;"-1817451301";"Джон Толанд"
1291;375939;0;"-2227679712";"Пётр Павленко"
1292;22186;0;"76003487";"Сергей Капков"
1293;322347;0;"-2700978912";"Антон Сорокин"
1294;208855;0;"107539487";"Майкл Берг"
1295;182557;0;"-1785915301";"Павел Раппопорт"
1296;433418;0;"-1186300512";"Ксения Абульханова-Славская"
1297;173494;0;"-618306912";"Марьян Беленький"
1298;113295;0;"-1438761312";"Фредерик Грандель"
1299;7043;0;"-3679286111";"Арчибальд Робертсон"
1300;695205;0;"-2732601311";"Лотроп Стоддард"
1301;360194;0;"-2511676511";"Афонсо Шмидт"
1302;300156;0;"-776073311";"Наталья Автономова"
1303;960957;0;"-1060070111";"Александр Вратарёв"
1304;541072;0;"-2480140511";"Рубен Дрампян"
1305;528959;0;"-523612511";"Елена Анкудинова"
1306;497709;0;"-1186300511";"Вадим Бальсевич"
1307;229419;0;"-428918111";"Джанет Ташьян"
1308;181074;0;"-523612509";"Маргарита Давыдова"
1309;637676;0;"-2921903709";"Петар Кочич"
1310;507745;0;"-2606370909";"Павел Аренский"
1311;495054;0;"-2637906909";"Робер Шуман"
1312;441439;0;"-996998109";"Владимир Врубель"
1313;349694;0;"-1691220898";"Фернандо Надра"
1314;214057;0;"-7339881309";"Платон Лёвшин"
1315;163710;0;"-1091692509";"Лев Болеславский"
1316;109051;0;"-18690909";"Авдотья Смирнова"
1317;4008;0;"-1186300508";"Ксения Абульханова"
1318;101;0;"-713001308";"Брайан Герберт"
1319;22812;0;"-807522905";"Рэймонд Моуди"
1320;158483;0;"-1091606105";"Сергей Павлов"
1321;16715;0;"-1848987294";"Чеслав Милош"
1322;101823;0;"-144834905";"Адам Робертс"
1323;114244;0;"139161894";"Жюли Цее"
1324;259908;0;"-1470297305";"Леонид Рабичев"
1325;26850;0;"-1943595294";"Уинстон Грэхем"
1326;476122;0;"-113298905";"Майк Тайсон"
1327;709;0;"-1123142105";"Нина Катерли"
1328;236912;0;"-1344066904";"Джеймс Голдмен"
1329;373620;0;"-365759704";"Юсуф Зейдан"
1330;14898;0;"-5320194904";"Фредерик Бастиа"
1331;126020;0;"-1912059293";"Александр Крон"
1332;323871;0;"-1059983704";"Ассия Джебар"
1333;215173;0;"-1438674904";"Анатолий Савченко"
1334;318675;0;"-4973039704";"Мирза Ахундов"
1335;317899;0;"-8980703704";"Джон Гей"
1336;156690;0;"-870684904";"Валерий Чудинов"
1337;123480;0;"-1407138903";"Филипп Жакоте"
1338;121836;0;"-933753303";"Андрей Пионтковский"
1339;301533;0;"-965375703";"Барри Хайнс"
1340;24128;0;"-2700892503";"Франц Гальдер"
1341;382493;0;"-239529303";"Борис Деревенский"
1342;10375;0;"391619096";"Петр Мантейфель"
1343;150957;0;"-2101448092";"Белла Дижур"
1344;479381;0;"391619096";"Антон Чёрный"
1345;301417;0;"-302601303";"Святослав Задерий"
1346;501497;0;"-428831702";"Лолли Бедуэлл"
1347;152392;0;"-2196056091";"Василий Кривошеин"
1348;485362;0;"-113298902";"Паси Яаскеляйнен"
1349;443342;0;"-1501833302";"Мирон Бялошевский"
1350;358250;0;"423155097";"Шерил Коул"
1351;724056;0;"549385497";"Нана Блик"
1352;364356;0;"-2448431702";"Стратис Миривилис"
1353;289472;0;"-5698799702";"Орас Верне"
1354;518282;0;"360083097";"Никола Мориарти"
1355;502949;0;"-2227593300";"Йоун Хельгасон"
1356;403507;0;"-1533369300";"Гюнвор Хофму"
1357;394791;0;"-3710735700";"Дмитрий Цертелев"
1358;342005;0;"-1438674900";"Виктор Урин"
1359;150106;0;"-681292500";"Владимир Якунин"
1360;1643;0;"-5225327698";"Жорж Санд"
1361;20836;0;"-2448258898";"Джеймс Кейн"
1362;236053;0;"-365586898";"Луиз Пенни"
1363;235700;0;"-460281298";"Лиза Скоттолини"
1364;8462;0;"-1217663698";"Станислав Гроф"
1365;24037;0;"-996738898";"Александр Курляндский"
1366;300111;0;"-113126098";"Кэнтаро Миура"
1367;340480;0;"-270892498";"Принцесса Диана "
1368;120805;0;"423327901";"Михаил Радуга"
1369;198906;0;"-3174105296";"Михаил Осипович Гершензон"
1370;180400;0;"-965202896";"Михаил Липскеров"
1371;308585;0;"-1406966096";"Зиновий Юрьев"
1372;105103;0;"-18431696";"Юлия Андреева"
1373;626676;0;"234029103";"Николай Желунов"
1374;30548;0;"-1343894096";"Лев Клейн"
1375;317970;0;"-334050896";"Николай Воронцов"
1376;10071;0;"-5982623696";"Карл фон Клаузевиц"
1377;338474;0;"-902044496";"Твайла Тарп"
1378;357371;0;"423327904";"Игорь Савельев"
1379;226595;0;"-1911886484";"Хуан Карлос Онетти"
1380;500129;0;"-775814095";"Тёкицу Куруматани"
1381;302772;0;"-10211298895";"Готфрид Вильгельм Лейбниц"
1382;3663;0;"-933580495";"Илья Ильин"
1383;172213;0;"-1533196495";"Михалина Вислоцкая"
1384;326983;0;"-1533196495";"Ежи Ставинский"
1385;9233;0;"-1343894095";"Патриция Мэтьюз"
1386;317426;0;"486486304";"Норио Сакурай"
1387;11989;0;"-4941330894";"Павел Анненков"
1388;134166;0;"-2542953294";"Сергей Клычков"
1389;103792;0;"-491817294";"Нурали Латыпов"
1390;451781;0;"-7181855694";"Георг Кристоф Лихтенберг"
1391;181571;0;"-113126094";"Сергей Буртяк"
1392;181092;0;"-1470124494";"Кеннет Макси"
1393;151398;0;"-2479881294";"Отис Клайн"
1394;194583;0;"-838972494";"Делия Стейнберг Гусман"
1395;16224;0;"-2290492494";"Илья Бикерман"
1396;6074;0;"-2164347282";"Владимир Луговской"
1397;375449;0;"-1217663693";"Юрий Фиалков"
1398;662494;0;"202493106";"Адам Манзбах"
1399;146811;0;"-1406966093";"Клара Лучко"
1400;426491;0;"-1280735693";"Адихан Шадрин"
1401;385639;0;"-996738893";"Виталий Квашис"
1402;348094;0;"-3331871693";"Михаил Новосёлов"
1403;326750;0;"-1122969293";"Владимир Колыхалов"
1404;302141;0;"-1186041293";"Прокопий Явтысый"
1405;105941;0;"-744278091";"Stefan Aust"
1406;1023875;0;"-1059810891";"Борис Санто"
1407;269845;0;"-618047691";"Дмитрий Кимельфельд"
1408;176349;0;"-744278091";"Людмила Бабенко"
1409;174971;0;"-1375430091";"Виктор Крюков"
1410;817368;0;"-3237263691";"Лев Половцов"
1411;624809;0;"-2195883280";"Харальд Хердаль"
1412;611220;0;"-4436409291";"Алексей Потехин"
1413;471711;0;"-176198091";"Михаил Башаков"
1414;450787;0;"-460281290";"Андрей Баталов"
1415;432840;0;"-775814090";"Дебби Харри"
1416;364192;0;"-1533196490";"Ежи Ставинский"
1417;328256;0;"-1911886479";"Джеймс Ривз"
1418;189131;0;"-586511690";"Дарья Наленч"
1419;583;0;"-2921558087";"Герман Гессе"
1420;22488;0;"-365500487";"Архимандрит Тихон "
1421;152875;0;"-617961287";"Анника Тор"
1422;150915;0;"76349112";"Даррен Шэн"
1423;312788;0;"-775727687";"Тони Дювер"
1424;313202;0;"76349112";"Ирина Горюнова"
1425;105914;0;"-649497287";"Крэг Шоу Гарднер"
1426;122755;0;"-617961287";"Грэм Хэнкок"
1427;316162;0;"170957112";"Станислав Сергеев"
1428;300557;0;"-3174018886";"Яльмар Сёдерберг"
1429;130193;0;"-1943336075";"Борис Горбатов"
1430;123215;0;"234115513";"Карлтон Меллик"
1431;437579;0;"-1690875275";"Леона Вишневська"
1432;311926;0;"-1470038086";"Вислава Шимборская"
1433;271791;0;"328809913";"Юлия Монакова"
1434;237160;0;"139421113";"Энди Макдермотт"
1435;320466;0;"-4341628486";"Александр Энгельгардт"
1436;151162;0;"-239270085";"Михаил Кречмар"
1437;343222;0;"486572714";"Платон Беседин"
1438;227199;0;"-1690875274";"Валентин Бережков"
1439;334438;0;"-1596267274";"Джин Грейгхэд Джордж"
1440;22044;0;"76349114";"Станислав Львовский"
1441;235610;0;"-207734085";"Роман Лейбов"
1442;310829;0;"-81503685";"Василий Соловьев-Спасский"
1443;289630;0;"139421114";"Мэтью Рейли"
1444;327820;0;"-2038030474";"Тацудзо Исикава"
1445;396257;0;"423414315";"Тао Лин"
1446;7880;0;"-1438415684";"Евгений Белянкин"
1447;664;0;"-1438415684";"Наталья Бонк"
1448;655621;0;"549644715";"Катарина Султанова"
1449;174249;0;"-2321942084";"Борис Четвериков"
1450;149566;0;"265651515";"Станислав Дробышевский"
1451;336281;0;"455036715";"Джонни Вейр-Воронов"
1452;232043;0;"-1564644873";"Элисео Диего"
1453;12102;0;"-1091346884";"Сергей Хрущев"
1454;178007;0;"-523266882";"Сергей Пинаев"
1455;341215;0;"-1501574082";"Павел Цупко"
1456;371869;0;"-7749762882";"Фридрих Клопшток"
1457;337898;0;"-1501574082";"Дмитрий Затонский"
1458;330365;0;"-113039682";"Владимир Вертлиб"
1459;324941;0;"-965116482";"Ольга Татаринова"
1460;321974;0;"-1911800071";"Алла Головина"
1461;202765;0;"-4026095682";"Альфред Рамбо"
1462;152270;0;"-1122882882";"Давид Боровский"
1463;628109;0;"-1280649281";"Илья Гуревич"
1464;624687;0;"-5919465281";"Иван Скобелев"
1465;533330;0;"-2101188870";"Мария Комиссарова"
1466;435494;0;"-1280649281";"Эрик Котляр"
1467;403027;0;"-2606025281";"Святитель Афанасий (Сахаров) "
1468;369846;0;"-1406879681";"Марк Азов"
1469;361097;0;"-870425681";"Мухтар Шаханов"
1470;359161;0;"-586425281";"Jack Gantos"
1471;353210;0;"-1406879681";"Марк Азов ( Айзенштадт )"
1472;313778;0;"-1438415680";"Дж. Сквайрс"
1473;730756;0;"-1533110080";"Владимир Виноградов"
1474;409830;0;"-965116480";"Йоуханн Хьяульмарссон"
1475;4862;0;"-2732169277";"Франц Кафка"
1476;226822;0;"-176025277";"Джоанн Харрис"
1477;198425;0;"455123122";"Любко Дереш"
1478;180175;0;"-1438329277";"Владимир Богомолов"
1479;152458;0;"-1028102077";"Том Стоппард"
1480;2597;0;"-428486077";"Валерий Залотуха"
1481;228735;0;"-144489277";"Аликс Жиро де л&#039;Эн"
1482;354610;0;"44813122";"Джулиан Ассанж"
1483;5319;0;"-1312098877";"Эвелин Энтони"
1484;302655;0;"391964723";"Лев Наумов"
1485;517086;0;"549731123";"Мария Кокорева"
1486;395210;0;"-270719676";"Алексей Уминский"
1487;121783;0;"-712569276";"Дэйв Барри"
1488;117585;0;"423500723";"Дорота Масловская"
1489;300372;0;"-1406793276";"Анатолий Эфрос"
1490;120435;0;"-5477529276";"Николай Полевой"
1491;26321;0;"-2637474876";"Франсис Карко"
1492;104770;0;"-3268626876";"Амбруаз Воллар"
1493;359082;0;"-2858399675";"Альфред Коржибски"
1494;174700;0;"-2069480064";"Галина Аудерская"
1495;152318;0;"-365414075";"Чарли Хигсон"
1496;29019;0;"-2037944064";"Михаил Лифшиц"
1497;26172;0;"-1722411264";"Александр Воинов"
1498;368482;0;"391964724";"Василий Бородин"
1499;321028;0;"-491644475";"Franny Billingsley"
1500;155947;0;"-2574316475";"Рамон Гомес де ла Серна"
1501;335496;0;"-2037944064";"Лев Правдин"
1502;154193;0;"-2290319673";"Хрисанф Херсонский"
1503;14096;0;"-1280562873";"Юлиу Эдлис"
1504;170645;0;"-1217490873";"Михаил Ребров"
1505;502443;0;"-1217490873";"Борис Голлер"
1506;367346;0;"-2132638462";"Игорь Юрков"
1507;568664;0;"-1438329273";"Анатолий Зубков"
1508;511924;0;"455123126";"Наталія Пасічник"
1509;363048;0;"-2069480062";"Отто Готше"
1510;115961;0;"-2195710462";"Маргарита Рудомино"
1511;678076;0;"-523180472";"Драган Великич"
1512;513892;0;"-996566072";"Jean Aitchison"
1513;509381;0;"107971527";"Тосики Окада"
1514;504539;0;"-9043516472";"Эдуард Юнг"
1515;428900;0;"297273927";"Софья Непейвода"
1516;121960;0;"486659127";"Валерий Аксак"
1517;975328;0;"-1028102072";"Ицхак Бен-Нер"
1518;656399;0;"-680946872";"Анатолий Аврутин"
1519;655582;0;"-1659252861";"Миша Лев"
1520;358771;0;"-870339271";"Гунилла Бергстрём"
1521;186651;0;"-1943249660";"Тома Нарсежак"
1522;111693;0;"-176025271";"Антон Циммерлинг"
1523;9608;0;"-1122796471";"Виктор Файтельберг-Бланк"
1524;106170;0;"-1217404468";"Себастьян Жапризо"
1525;185650;0;"-5225068468";"Натаниель Готорн"
1526;329025;0;"-144402868";"Трейси Леттс"
1527;130278;0;"139593931";"Наталья Грэйс"
1528;23481;0;"-1028015668";"Томас Нагель"
1529;116339;0;"-365327668";"Кристина Гарсия"
1530;229714;0;"-365327668";"Деон Мейер"
1531;355590;0;"171129931";"Армен Гаспарян"
1532;349677;0;"-1501401268";"Валентин Бирюков"
1533;314821;0;"-964943667";"Игорь Экономцев"
1534;103844;0;"-617788467";"Артем Тарасов"
1535;315471;0;"-1343634867";"Нил Саймон"
1536;115225;0;"-428399667";"Эрик Нехофф"
1537;318829;0;"-428399667";"Валерий Смирнов"
1538;503873;0;"76521932";"Сергей Алексеев"
1539;358553;0;"676047932";"Сергей Лачинов"
1540;340805;0;"-491558067";"Вячеслав Морозов"
1541;516598;0;"76521932";"Максим Цхай"
1542;322130;0;"108057934";"Гакт Камуи"
1543;333467;0;"-3489465265";"Шарль Диль"
1544;148723;0;"-1154246065";"Николай Короновский"
1545;311765;0;"-1627630454";"Павел Коган"
1546;320548;0;"-2195624054";"Робер Деснос"
1547;199329;0;"-2321769265";"Мао Дунь"
1548;993591;0;"-649324465";"Славенка Дракулич"
1549;376741;0;"-2479622065";"Петро Панч"
1550;203653;0;"-1627630454";"Владимир Библер"
1551;425598;0;"-365327664";"Ігор Римарук"
1552;317153;0;"-1343634864";"Джина Лоллобриджида"
1553;638804;0;"-1627630453";"Владимир Библер"
1554;312763;0;"-4025922864";"Герман Коген"
1555;166834;0;"-1469865264";"Хараламб Зинкэ"
1556;10517;0;"-11347113264";"Поль Скаррон"
1557;433076;0;"-1375170864";"Василий Василаке"
1558;376056;0;"-996479664";"Владимир Плужников"
1559;342413;0;"-3678767664";"Константин Грот"
1560;329647;0;"-680860463";"Виктор Малахов"
1561;207481;0;"-775554863";"Джон Паулос"
1562;119651;0;"-112866863";"Олег Погодин"
1563;946371;0;"-901785263";"Томаж Шаламун"
1564;817100;0;"-8033673263";"Христиан Фюрхтеготт Геллерт"
1565;723451;0;"-2132552052";"Берта Брайнина"
1566;674473;0;"265824336";"Юсукэ Мурата"
1567;590372;0;"-554630063";"Рейна Мария Родригес"
1568;584355;0;"-1532937263";"Ян Бялостоцкий"
1569;493560;0;"-1974785651";"Алексей Добровольский"
1570;369799;0;"-1406706862";"Джон Имбри"
1571;365566;0;"-2037857651";"Мигель Мармоль"
1572;340077;0;"44899537";"Дэвид Финч"
1573;301667;0;"-649324462";"Славенка Дракулич"
1574;199341;0;"-1375170862";"Кэтрин Б. Фойер"
1575;11072;0;"-2542607659";"Жан Кокто"
1576;1194;0;"-365241259";"Андрей Усачёв"
1577;213249;0;"-649238059";"Джилл Мерфи"
1578;172483;0;"-2100929648";"Владимир Сутеев"
1579;303811;0;"-2416377259";"Энтони Беркли"
1580;119275;0;"-901698859";"Гарри Дуглас Килворт"
1581;396898;0;"-459935659";"Себастьян Барри"
1582;300251;0;"-207474859";"Жаклин Паскарль"
1583;309862;0;"-996393259";"Владимир Машков"
1584;407332;0;"-365241258";"Билл Уоттерсон"
1585;228879;0;"-1311926058";"Наталья Трауберг"
1586;521162;0;"-3899606058";"Николай Миклухо-Маклай"
1587;386706;0;"-18086058";"Всеволод Филипьев"
1588;12140;0;"-1248854058";"Вадим Кожинов"
1589;348431;0;"-933234858";"Джеймс Херби Бреннан"
1590;153999;0;"-2164001647";"Сергей Образцов"
1591;14482;0;"-2763532458";"Хазрат Инайят Хан "
1592;318037;0;"-1217318058";"Януш Домогалик"
1593;320669;0;"-775468456";"Майкл Блейк"
1594;26802;0;"-1280390056";"Жаклин Арпман"
1595;22544;0;"-396777256";"Джоди Линн Най"
1596;537480;0;"-1248854056";"Владимир Кобрин"
1597;318036;0;"-49622056";"Кэн Акамацу"
1598;160422;0;"-1059465256";"Владимир Микушевич"
1599;341778;0;"-302082856";"Владимир Губайловский"
1600;452398;0;"-144316456";"Людміла Рублеўская"
1601;146554;0;"-18086056";"Юлия Бордовских"
1602;187214;0;"-743932455";"Джон Дж. Нэнс"
1603;124472;0;"-901698855";"Барбара Фришмут"
1604;102003;0;"-523007655";"Кристоф Агитон"
1605;315033;0;"-1248854055";"Миклош Ронасеги"
1606;312801;0;"-491471655";"Андрей Великанов"
1607;232277;0;"-81244455";"Елена Сенявская"
1608;183619;0;"-1280390055";"Сергей Наумов"
1609;143252;0;"-680774055";"Нэнси Спринджер"
1610;234847;0;"-5572050855";"Павел Пестель"
1611;657852;0;"-3173759654";"Сергей Михеев"
1612;511988;0;"-365241254";"Иван Андрощук"
1613;509371;0;"-1311926054";"Николай Кузаков"
1614;211265;0;"-5256604454";"Джордж Борроу"
1615;965530;0;"-112780454";"Тамерлан Тадтаев"
1616;605176;0;"-18086054";"Андрей Борцов"
1617;513933;0;"-1343548454";"Вальтер Маттиас Диггельман"
1618;340238;0;"-2037771243";"Гюнтер Крупкат"
1619;310920;0;"-3931142054";"Жюль Камбон"
1620;437685;0;"-4341369253";"Павел Чистяков"
1621;341963;0;"-2227074853";"Марсель Ашар"
1622;202682;0;"-3079065253";"Эдуар Эррио"
1623;29768;0;"-6108508453";"Сергей Глинка"
1624;729400;0;"-712396453";"Галина Скворцова (Акбулатова)"
1625;602538;0;"-1438156453";"Виктор Гиленсен"
1626;596867;0;"-649238053";"Александра Очирова"
1627;321308;0;"-239010853";"Алексей Саморядов"
1628;237153;0;"-2227074853";"Марсель Арлан"
1629;237014;0;"-996393251";"Anthony Grey"
1630;120129;0;"-1532850851";"Виктор Куликов"
1631;30534;0;"-806918049";"Бернхард Шлинк"
1632;151001;0;"-2290060449";"Анатолий Мариенгоф"
1633;301129;0;"-554457249";"Хилари Мантел"
1634;102079;0;"-2605679649";"Марк Шагал"
